block,timestamp,price,fees_usd,net_value_usd,fee_return_pct
334673224,1746689630,2169.99,1555.09,2479.44,45.8834
334674241,1746689884,2180.10,1558.67,2486.47,45.9889
334675243,1746690134,2184.71,1560.34,2489.62,46.0384
334676261,1746690389,2179.73,1558.62,2486.21,45.9875
334677263,1746690639,2175.95,1557.31,2483.60,45.9488
334678278,1746690893,2177.55,1557.88,2484.71,45.9658
334679294,1746691147,2176.56,1557.55,2484.03,45.9561
334680310,1746691401,2182.52,1559.67,2488.13,46.0185
334681324,1746691654,2192.90,1563.35,2495.13,46.1272
334682324,1746691904,2185.67,1560.83,2490.27,46.0529
334683333,1746692157,2181.30,1559.32,2487.29,46.0081
334684363,1746692414,2180.79,1559.15,2486.94,46.0032
334685376,1746692668,2175.53,1557.32,2483.31,45.9492
334686378,1746692918,2170.28,1555.50,2479.65,45.8955
334687396,1746693172,2176.26,1557.61,2483.82,45.9578
334688396,1746693422,2174.42,1556.97,2482.54,45.9390
334689399,1746693673,2182.82,1559.95,2488.33,46.0268
334690503,1746693949,2181.65,1559.55,2487.53,46.0151
334691524,1746694204,2182.83,1559.99,2488.34,46.0280
334692538,1746694458,2184.79,1560.70,2489.67,46.0488
334693538,1746694708,2192.66,1563.49,2494.98,46.1313
334694538,1746694958,2192.28,1563.38,2494.72,46.1279
334695540,1746695208,2193.68,1563.88,2495.66,46.1428
334696557,1746695463,2198.04,1565.43,2498.55,46.1886
334697600,1746695724,2193.85,1563.97,2495.77,46.1455
334698601,1746695974,2206.78,1568.55,2504.25,46.2805
334699607,1746696225,2201.72,1566.79,2500.97,46.2286
334700618,1746696478,2195.23,1564.55,2496.69,46.1624
334701631,1746696731,2190.74,1563.00,2493.69,46.1167
334702631,1746696981,2188.93,1562.37,2492.47,46.0981
334703633,1746697232,2188.58,1562.27,2492.24,46.0952
334704635,1746697482,2193.61,1564.05,2495.61,46.1479
334705646,1746697735,2190.48,1562.97,2493.51,46.1159
334706651,1746697986,2194.03,1564.23,2495.89,46.1531
334707684,1746698244,2190.35,1562.96,2493.43,46.1157
334708715,1746698502,2198.79,1565.97,2499.04,46.2046
334709717,1746698753,2198.25,1565.80,2498.68,46.1994
334710742,1746699009,2199.32,1566.19,2499.39,46.2110
334711742,1746699259,2213.60,1571.24,2508.62,46.3600
334712767,1746699515,2204.59,1568.11,2502.84,46.2675
334713773,1746699767,2199.29,1566.26,2499.37,46.2131
334714790,1746700021,2198.13,1565.87,2498.61,46.2016
334715791,1746700271,2205.75,1568.61,2503.59,46.2823
334716792,1746700522,2211.21,1570.57,2507.10,46.3403
334717804,1746700774,2229.62,1577.19,2518.62,46.5354
334718814,1746701027,2218.26,1573.27,2511.57,46.4197
334719820,1746701278,2204.13,1568.36,2502.54,46.2751
334720845,1746701535,2206.51,1569.22,2504.08,46.3003
334721845,1746701785,2197.74,1566.16,2498.35,46.2102
334722851,1746702036,2194.41,1565.03,2496.14,46.1766
334723857,1746702288,2197.18,1566.02,2497.98,46.2058
334724903,1746702549,2193.04,1564.57,2495.23,46.1632
334725917,1746702803,2196.50,1565.80,2497.53,46.1995
334726952,1746703062,2198.83,1566.63,2499.07,46.2240
334727954,1746703312,2206.96,1569.53,2504.37,46.3095
334728962,1746703564,2199.81,1567.04,2499.71,46.2360
334729976,1746703818,2196.28,1565.81,2497.38,46.1997
334731052,1746704086,2198.20,1566.50,2498.65,46.2202
334732066,1746704340,2204.01,1568.57,2502.45,46.2813
334733089,1746704596,2200.21,1567.25,2499.97,46.2422
334734097,1746704848,2198.66,1566.74,2498.96,46.2272
334735119,1746705103,2199.26,1566.96,2499.35,46.2337
334736125,1746705355,2199.18,1566.95,2499.30,46.2333
334737134,1746705607,2201.72,1567.85,2500.96,46.2600
334738191,1746705871,2203.62,1568.53,2502.20,46.2801
334739224,1746706130,2203.74,1568.58,2502.28,46.2816
334740276,1746706392,2213.13,1571.93,2508.33,46.3802
334741280,1746706644,2214.29,1572.36,2509.06,46.3930
334742292,1746706896,2217.59,1573.55,2511.15,46.4281
334743328,1746707156,2214.88,1572.64,2509.44,46.4012
334744331,1746707406,2230.79,1578.28,2519.33,46.5676
334745347,1746707660,2237.16,1580.57,2523.19,46.6352
334746365,1746707915,2234.86,1579.81,2521.80,46.6127
334747386,1746708170,2235.88,1580.20,2522.42,46.6242
334748392,1746708422,2230.19,1578.22,2518.96,46.5659
334749434,1746708682,2226.54,1576.96,2516.73,46.5286
334750460,1746708938,2218.11,1574.01,2511.48,46.4418
334751464,1746709190,2216.90,1573.60,2510.71,46.4297
334752465,1746709440,2216.97,1573.65,2510.76,46.4309
334753488,1746709696,2219.10,1574.40,2512.10,46.4532
334754502,1746709949,2220.51,1574.91,2512.98,46.4683
334755516,1746710202,2214.16,1572.70,2508.98,46.4030
334756530,1746710456,2205.27,1569.64,2503.27,46.3127
334757531,1746710706,2203.28,1568.97,2501.98,46.2928
334758531,1746710956,2209.29,1571.10,2505.87,46.3559
334759563,1746711214,2209.55,1571.21,2506.04,46.3591
334760566,1746711465,2212.95,1572.42,2508.21,46.3947
334761581,1746711719,2215.06,1573.17,2509.55,46.4168
334762631,1746711981,2217.87,1574.18,2511.33,46.4467
334763667,1746712240,2220.83,1575.23,2513.18,46.4777
334764672,1746712492,2220.24,1575.04,2512.82,46.4720
334765677,1746712743,2213.24,1572.59,2508.40,46.3997
334766697,1746712998,2213.18,1572.57,2508.36,46.3991
334767707,1746713250,2217.52,1574.11,2511.11,46.4445
334768739,1746713508,2219.01,1574.64,2512.04,46.4602
334769774,1746713767,2215.79,1573.52,2510.02,46.4272
334770782,1746714019,2213.68,1572.78,2508.68,46.4054
334771833,1746714282,2210.92,1571.82,2506.92,46.3770
334772835,1746714532,2210.85,1571.81,2506.87,46.3767
334773868,1746714790,2214.40,1573.07,2509.13,46.4141
334774869,1746715041,2216.46,1573.81,2510.44,46.4357
334775920,1746715304,2216.24,1573.74,2510.30,46.4337
334777000,1746715574,2211.91,1572.22,2507.55,46.3889
334778000,1746715824,2207.67,1570.74,2504.83,46.3453
334779005,1746716075,2206.75,1570.43,2504.23,46.3361
334780007,1746716325,2211.20,1572.01,2507.09,46.3827
334781038,1746716583,2212.01,1572.30,2507.61,46.3913
334782107,1746716850,2214.21,1573.08,2509.01,46.4143
334783183,1746717119,2210.24,1571.70,2506.48,46.3734
334784203,1746717374,2210.09,1571.65,2506.39,46.3720
334785235,1746717632,2212.69,1572.57,2508.04,46.3990
334786237,1746717883,2219.67,1575.04,2512.46,46.4721
334787237,1746718133,2216.92,1574.08,2510.73,46.4438
334788262,1746718389,2226.08,1577.33,2516.44,46.5395
334789270,1746718641,2231.28,1579.18,2519.63,46.5942
334790281,1746718894,2239.07,1581.95,2524.33,46.6761
334791287,1746719145,2240.25,1582.39,2525.04,46.6889
334792330,1746719406,2247.98,1585.18,2529.60,46.7712
334793387,1746719670,2257.05,1588.44,2534.84,46.8674
334794401,1746719924,2243.31,1583.64,2526.86,46.7259
334795406,1746720175,2244.19,1583.97,2527.37,46.7355
334796413,1746720427,2244.85,1584.21,2527.76,46.7427
334797417,1746720678,2251.45,1586.56,2531.62,46.8120
334798424,1746720930,2254.41,1587.61,2533.32,46.8431
334799425,1746721180,2254.17,1587.55,2533.19,46.8411
334800426,1746721430,2269.72,1593.15,2541.95,47.0065
334801429,1746721681,2281.34,1597.32,2548.28,47.1295
334802430,1746721931,2293.61,1601.72,2554.74,47.2592
334803435,1746722182,2291.91,1601.21,2553.86,47.2442
334804445,1746722435,2297.99,1603.39,2556.99,47.3084
334805456,1746722688,2306.80,1606.53,2561.44,47.4013
334806458,1746722938,2304.08,1605.64,2560.08,47.3750
334807467,1746723190,2295.97,1602.86,2555.96,47.2929
334808494,1746723447,2305.33,1606.19,2560.71,47.3912
334809518,1746723703,2303.43,1605.55,2559.76,47.3724
334810519,1746723953,2352.15,1623.20,2582.63,47.8930
334811520,1746724204,2383.96,1634.77,2595.78,48.2343
334812532,1746724456,2372.95,1631.11,2591.38,48.1264
334813533,1746724707,2364.49,1628.19,2587.89,48.0404
334814538,1746724958,2377.70,1632.94,2593.30,48.1805
334815540,1746725208,2373.85,1631.66,2591.75,48.1425
334816553,1746725462,2382.11,1634.63,2595.05,48.2303
334817582,1746725719,2366.51,1629.20,2588.74,48.0700
334818599,1746725973,2385.95,1636.10,2596.56,48.2737
334819601,1746726224,2381.66,1634.63,2594.88,48.2302
334820601,1746726474,2388.66,1637.13,2597.61,48.3041
334821601,1746726724,2432.63,1653.16,2613.26,48.7771
334822601,1746726974,2471.67,1667.36,2625.03,49.1959
334823613,1746727227,2460.02,1663.65,2621.72,49.0866
334824613,1746727477,2389.54,1639.47,2597.94,48.3732
334825614,1746727727,2410.93,1647.46,2605.86,48.6090
334826619,1746727978,2413.34,1648.51,2606.71,48.6399
334827619,1746728228,2411.81,1648.08,2606.17,48.6271
334828630,1746728481,2409.44,1647.39,2605.33,48.6067
334829632,1746728732,2416.27,1649.87,2607.74,48.6800
334830633,1746728982,2376.91,1636.17,2592.98,48.2757
334831642,1746729234,2350.33,1627.13,2581.83,48.0089
334832642,1746729484,2349.27,1626.92,2581.37,48.0027
334833652,1746729736,2353.50,1628.48,2583.21,48.0488
334834652,1746729986,2337.52,1622.97,2576.11,47.8863
334835656,1746730238,2312.88,1614.50,2564.45,47.6364
334836675,1746730492,2336.13,1622.85,2575.47,47.8828
334837678,1746730743,2334.68,1622.42,2574.81,47.8700
334838686,1746730995,2338.46,1623.80,2576.54,47.9109
334839697,1746731248,2344.78,1626.07,2579.38,47.9776
334840698,1746731498,2330.80,1621.17,2573.01,47.8331
334841714,1746731752,2326.41,1619.70,2570.96,47.7898
334842740,1746732008,2338.80,1624.10,2576.69,47.9197
334843745,1746732260,2336.90,1623.48,2575.82,47.9012
334844746,1746732510,2335.22,1622.92,2575.05,47.8847
334845750,1746732761,2350.14,1628.23,2581.75,48.0414
334846750,1746733011,2347.08,1627.21,2580.40,48.0114
334847750,1746733261,2341.57,1625.30,2577.94,47.9550
334848751,1746733511,2336.21,1623.46,2575.51,47.9008
334849774,1746733767,2333.35,1622.49,2574.20,47.8721
334850775,1746734017,2334.96,1623.10,2574.93,47.8901
334851775,1746734267,2330.76,1621.66,2573.00,47.8476
334852776,1746734518,2340.21,1625.03,2577.33,47.9471
334853795,1746734772,2339.36,1624.76,2576.94,47.9392
334854803,1746735024,2352.39,1629.42,2582.73,48.0764
334855807,1746735275,2348.76,1628.16,2581.14,48.0393
334856828,1746735530,2346.14,1627.27,2579.98,48.0130
334857828,1746735780,2342.88,1626.15,2578.53,47.9799
334858828,1746736030,2335.76,1623.68,2575.30,47.9072
334859830,1746736281,2346.84,1627.62,2580.29,48.0236
334860832,1746736532,2349.09,1628.44,2581.29,48.0477
334861837,1746736783,2360.26,1632.43,2586.11,48.1653
334862838,1746737033,2366.97,1634.85,2588.93,48.2368
334863838,1746737283,2342.50,1626.38,2578.36,47.9870
334864842,1746737534,2340.88,1626.15,2577.63,47.9800
334865868,1746737790,2345.90,1627.99,2579.88,48.0345
334866884,1746738044,2338.84,1625.55,2576.71,47.9623
334867898,1746738298,2347.86,1628.77,2580.74,48.0573
334868898,1746738548,2351.20,1630.00,2582.21,48.0938
334869904,1746738800,2349.05,1629.26,2581.27,48.0719
334870928,1746739056,2350.02,1629.63,2581.69,48.0828
334871928,1746739306,2349.81,1629.58,2581.60,48.0813
334872966,1746739565,2343.70,1627.48,2578.90,48.0193
334873973,1746739817,2337.37,1625.28,2576.04,47.9544
334874997,1746740073,2334.28,1624.23,2574.62,47.9235
334876015,1746740327,2333.23,1623.88,2574.14,47.9132
334877025,1746740580,2336.57,1625.08,2575.67,47.9486
334878056,1746740838,2338.71,1625.85,2576.65,47.9713
334879058,1746741088,2337.90,1625.58,2576.28,47.9634
334880086,1746741345,2344.69,1628.00,2579.34,48.0347
334881099,1746741598,2339.62,1626.22,2577.06,47.9821
334882101,1746741849,2340.39,1626.51,2577.41,47.9908
334883104,1746742100,2338.95,1626.03,2576.76,47.9764
334884105,1746742350,2338.40,1625.85,2576.51,47.9712
334885107,1746742600,2338.55,1625.91,2576.58,47.9731
334886123,1746742854,2339.65,1626.31,2577.07,47.9847
334887137,1746743108,2347.32,1629.04,2580.50,48.0653
334888137,1746743358,2350.07,1630.03,2581.72,48.0945
334889174,1746743617,2350.85,1630.32,2582.06,48.1032
334890174,1746743867,2346.44,1628.78,2580.12,48.0577
334891196,1746744122,2346.70,1628.89,2580.23,48.0610
334892241,1746744384,2345.87,1628.61,2579.86,48.0527
334893249,1746744636,2345.59,1628.52,2579.74,48.0501
334894251,1746744886,2348.53,1629.64,2581.04,48.0830
334895255,1746745137,2364.36,1635.31,2587.84,48.2502
334896274,1746745392,2368.71,1636.90,2589.65,48.2973
334897276,1746745642,2376.36,1639.65,2592.76,48.3785
334898277,1746745893,2375.10,1639.26,2592.26,48.3670
334899282,1746746144,2376.50,1639.81,2592.82,48.3832
334900292,1746746396,2369.46,1637.35,2589.96,48.3106
334901313,1746746652,2349.80,1630.49,2581.60,48.1080
334902333,1746746907,2354.64,1632.25,2583.70,48.1600
334903342,1746747159,2357.68,1633.36,2585.01,48.1928
334904344,1746747410,2362.44,1635.08,2587.03,48.2435
334905344,1746747660,2339.07,1626.89,2576.81,48.0020
334906363,1746747914,2327.60,1623.21,2589.88,47.8934
334907378,1746748168,2317.39,1620.22,2584.22,47.8052
334908390,1746748421,2332.31,1625.89,2592.19,47.9726
334909390,1746748671,2284.25,1609.93,2559.85,47.5015
334910400,1746748924,2296.81,1615.28,2570.17,47.6595
334911400,1746749174,2305.67,1618.83,2576.65,47.7640
334912408,1746749426,2301.68,1617.88,2573.82,47.7359
334913419,1746749678,2299.69,1617.45,2572.35,47.7233
334914424,1746749930,2307.20,1620.23,2577.71,47.8054
334915444,1746750184,2302.84,1619.00,2574.66,47.7692
334916445,1746750435,2315.86,1623.81,2583.29,47.9111
334917445,1746750685,2316.67,1624.36,2583.78,47.9272
334918459,1746750938,2318.23,1625.15,2584.72,47.9505
334919459,1746751188,2311.21,1622.84,2580.37,47.8823
334920467,1746751440,2293.61,1616.95,2567.67,47.7087
334921479,1746751693,2301.33,1620.09,2573.56,47.8014
334922483,1746751944,2296.84,1618.64,2570.20,47.7586
334923493,1746752197,2299.24,1619.82,2572.02,47.7933
334924505,1746752450,2292.04,1617.52,2566.40,47.7256
334925526,1746752705,2294.89,1618.88,2568.68,47.7655
334926539,1746752958,2289.03,1617.12,2563.93,47.7138
334927552,1746753212,2306.89,1623.68,2577.49,47.9073
334928561,1746753464,2301.02,1621.81,2573.33,47.8521
334929578,1746753718,2298.70,1621.09,2571.61,47.8309
334930591,1746753971,2291.15,1618.62,2565.68,47.7578
334931596,1746754222,2284.03,1616.56,2559.66,47.6970
334932612,1746754476,2302.62,1623.50,2574.50,47.9018
334933613,1746754727,2305.14,1624.62,2576.29,47.9350
334934668,1746754990,2307.67,1625.70,2578.03,47.9667
334935675,1746755242,2308.45,1626.08,2578.55,47.9779
334936676,1746755492,2304.74,1624.90,2576.00,47.9432
334937682,1746755744,2311.77,1627.54,2580.73,48.0211
334938689,1746755996,2309.72,1627.00,2579.39,48.0052
334939705,1746756250,2314.12,1628.74,2582.22,48.0564
334940706,1746756500,2307.73,1626.62,2578.06,47.9938
334941726,1746756755,2298.53,1623.58,2571.48,47.9043
334942768,1746757016,2296.64,1623.01,2570.04,47.8873
334943772,1746757266,2305.50,1626.39,2576.54,47.9871
334944773,1746757517,2307.62,1627.28,2577.99,48.0135
334945806,1746757775,2315.07,1630.19,2582.81,48.0993
334946807,1746758025,2315.69,1630.52,2583.19,48.1090
334947871,1746758291,2325.97,1634.38,2589.03,48.2229
334948875,1746758542,2325.61,1634.65,2588.84,48.2310
334949885,1746758795,2324.68,1634.45,2588.34,48.2248
334950889,1746759046,2332.27,1637.37,2592.17,48.3112
334951899,1746759298,2336.39,1638.93,2594.09,48.3570
334952930,1746759556,2334.59,1638.30,2593.26,48.3384
334953972,1746759816,2337.95,1639.50,2594.81,48.3739
334954974,1746760067,2353.32,1644.99,2601.83,48.5361
334955985,1746760320,2347.37,1642.89,2599.13,48.4740
334957002,1746760574,2349.42,1643.63,2600.06,48.4958
334958014,1746760827,2346.76,1642.70,2598.85,48.4683
334959041,1746761084,2341.80,1640.94,2596.58,48.4165
334960042,1746761334,2338.89,1639.91,2595.24,48.3861
334961042,1746761584,2342.68,1641.27,2596.99,48.4262
334962046,1746761835,2335.85,1638.96,2593.84,48.3579
334963072,1746762092,2334.40,1638.45,2593.16,48.3429
334964140,1746762358,2336.03,1639.04,2593.92,48.3603
334965148,1746762610,2337.95,1639.73,2594.81,48.3806
334966149,1746762861,2336.58,1639.24,2594.18,48.3664
334967190,1746763121,2340.54,1640.66,2596.00,48.4083
334968192,1746763372,2339.47,1640.29,2595.51,48.3972
334969198,1746763623,2342.96,1641.54,2597.12,48.4340
334970205,1746763875,2341.17,1640.90,2596.29,48.4154
334971247,1746764135,2342.85,1641.51,2597.07,48.4332
334972277,1746764393,2339.34,1640.26,2595.45,48.3963
334973306,1746764650,2341.91,1641.18,2596.63,48.4235
334974359,1746764913,2341.09,1640.89,2596.26,48.4151
334975359,1746765163,2328.47,1636.45,2590.32,48.2839
334976359,1746765413,2323.54,1634.96,2587.73,48.2400
334977359,1746765663,2313.97,1631.88,2582.13,48.1493
334978394,1746765922,2317.85,1633.36,2584.49,48.1929
334979406,1746766175,2320.37,1634.36,2585.96,48.2222
334980408,1746766426,2323.02,1635.37,2587.44,48.2520
334981412,1746766676,2320.55,1634.51,2586.06,48.2268
334982424,1746766930,2322.12,1635.12,2586.94,48.2448
334983439,1746767183,2320.21,1634.52,2585.86,48.2270
334984488,1746767446,2325.79,1636.62,2588.94,48.2891
334985497,1746767698,2327.62,1637.34,2589.88,48.3101
334986502,1746767949,2331.90,1638.94,2592.00,48.3575
334987502,1746768199,2335.23,1640.17,2593.55,48.3937
334988525,1746768455,2344.25,1643.40,2597.70,48.4890
334989587,1746768720,2340.35,1642.01,2595.92,48.4481
334990618,1746768978,2350.05,1645.49,2600.35,48.5507
334991621,1746769229,2347.19,1644.47,2599.05,48.5206
334992653,1746769487,2347.14,1644.46,2599.03,48.5202
334993734,1746769757,2336.14,1640.54,2593.98,48.4047
334994748,1746770010,2335.20,1640.21,2593.54,48.3949
334995775,1746770267,2330.64,1638.61,2591.39,48.3477
334996777,1746770518,2331.36,1638.90,2591.74,48.3562
334997780,1746770768,2332.04,1639.24,2592.07,48.3662
334998808,1746771026,2333.28,1639.69,2592.65,48.3796
334999969,1746771316,2339.80,1642.03,2595.66,48.4486
335000994,1746771572,2340.20,1642.18,2595.85,48.4529
335002011,1746771826,2337.74,1641.30,2594.71,48.4271
335003024,1746772080,2337.89,1641.36,2594.78,48.4289
335004048,1746772336,2334.93,1640.31,2593.41,48.3978
335005062,1746772589,2330.49,1638.80,2591.32,48.3534
335006063,1746772839,2326.46,1637.45,2589.29,48.3136
335007067,1746773090,2331.15,1639.17,2591.64,48.3643
335008153,1746773362,2336.37,1641.06,2594.08,48.4201
335009153,1746773612,2338.74,1641.92,2595.18,48.4453
335010189,1746773871,2335.08,1640.62,2593.48,48.4070
335011306,1746774150,2333.16,1639.94,2592.59,48.3869
335012363,1746774414,2335.56,1640.80,2593.71,48.4123
335013377,1746774668,2337.40,1641.46,2594.56,48.4318
335014440,1746774934,2336.91,1641.29,2594.33,48.4267
335015496,1746775198,2335.99,1640.96,2593.91,48.4171
335016536,1746775458,2334.30,1640.36,2593.12,48.3993
335017547,1746775710,2338.38,1641.82,2595.01,48.4425
335018561,1746775964,2334.37,1640.39,2593.15,48.4003
335019774,1746776267,2335.59,1640.89,2593.72,48.4149
335020808,1746776526,2338.42,1641.90,2595.03,48.4448
335021820,1746776778,2342.60,1643.40,2596.95,48.4890
335022841,1746777034,2342.85,1643.49,2597.06,48.4917
335023956,1746777312,2340.78,1642.75,2596.12,48.4700
335025070,1746777591,2339.33,1642.24,2595.45,48.4547
335026102,1746777849,2341.12,1642.88,2596.27,48.4737
335027157,1746778113,2337.08,1641.44,2594.41,48.4312
335028201,1746778374,2334.70,1640.60,2593.31,48.4063
335029212,1746778626,2336.99,1641.43,2594.37,48.4308
335030236,1746778882,2337.04,1641.44,2594.39,48.4313
335031289,1746779146,2334.62,1640.58,2593.27,48.4058
335032313,1746779402,2338.94,1642.13,2595.27,48.4516
335033411,1746779676,2340.62,1642.73,2596.04,48.4693
335034428,1746779930,2339.96,1642.50,2595.74,48.4625
335035431,1746780181,2344.40,1644.09,2597.77,48.5093
335036431,1746780431,2345.10,1644.34,2598.09,48.5168
335037439,1746780683,2344.06,1643.97,2597.62,48.5059
335038552,1746780962,2340.40,1642.67,2595.94,48.4674
335039588,1746781220,2339.41,1642.32,2595.48,48.4570
335040588,1746781470,2340.90,1642.85,2596.17,48.4728
335041736,1746781758,2340.78,1642.81,2596.12,48.4716
335042789,1746782021,2345.78,1644.60,2598.41,48.5244
335043799,1746782273,2343.65,1643.84,2597.43,48.5020
335044810,1746782526,2348.49,1645.59,2599.64,48.5535
335045818,1746782778,2352.31,1646.97,2601.37,48.5942
335046821,1746783029,2355.03,1647.95,2602.60,48.6233
335047821,1746783279,2366.86,1652.19,2607.88,48.7485
335048831,1746783531,2375.21,1655.22,2611.55,48.8379
335049857,1746783788,2366.70,1652.20,2607.81,48.7488
335050870,1746784041,2353.11,1647.38,2601.73,48.6065
335051870,1746784291,2352.70,1647.25,2601.55,48.6025
335052895,1746784547,2346.70,1645.11,2598.83,48.5396
335053901,1746784799,2343.53,1643.99,2597.38,48.5065
335054901,1746785049,2329.73,1639.31,2590.94,48.3682
335055906,1746785300,2331.99,1640.18,2592.04,48.3940
335056928,1746785556,2327.91,1639.03,2590.03,48.3602
335057956,1746785812,2331.16,1640.29,2591.64,48.3972
335059015,1746786077,2336.13,1642.10,2593.97,48.4507
335060087,1746786345,2337.20,1642.55,2594.46,48.4639
335061097,1746786598,2336.91,1642.45,2594.33,48.4609
335062150,1746786861,2338.39,1642.98,2595.01,48.4767
335063214,1746787127,2347.50,1646.24,2599.19,48.5730
335064225,1746787380,2345.20,1645.42,2598.14,48.5487
335065248,1746787636,2347.27,1646.17,2599.08,48.5708
335066276,1746787892,2353.10,1648.26,2601.73,48.6325
335067308,1746788150,2350.88,1647.47,2600.72,48.6091
335068326,1746788405,2347.81,1646.38,2599.33,48.5769
335069344,1746788660,2339.34,1643.36,2595.45,48.4879
335070375,1746788917,2340.22,1643.69,2595.86,48.4975
335071429,1746789181,2339.43,1643.40,2595.49,48.4892
335072499,1746789448,2339.17,1643.32,2595.38,48.4868
335073530,1746789706,2339.11,1643.31,2595.35,48.4863
335074542,1746789959,2341.38,1644.12,2596.39,48.5103
335075542,1746790209,2342.36,1644.47,2596.84,48.5207
335076545,1746790460,2338.55,1643.12,2595.09,48.4808
335077571,1746790716,2337.21,1642.64,2594.47,48.4667
335078587,1746790970,2338.41,1643.07,2595.02,48.4794
335079611,1746791226,2336.62,1642.44,2594.20,48.4607
335080730,1746791506,2347.51,1646.34,2599.19,48.5758
335081730,1746791756,2346.66,1646.04,2598.81,48.5670
335082770,1746792016,2345.01,1645.46,2598.05,48.5497
335083786,1746792270,2341.69,1644.27,2596.53,48.5148
335084923,1746792554,2341.96,1644.37,2596.66,48.5178
335085934,1746792807,2342.03,1644.40,2596.69,48.5186
335086934,1746793057,2338.55,1643.16,2595.09,48.4820
335087939,1746793308,2335.23,1641.98,2593.55,48.4471
335088972,1746793566,2336.52,1642.44,2594.15,48.4608
335090050,1746793836,2337.20,1642.69,2594.46,48.4681
335091061,1746794089,2332.99,1641.19,2592.51,48.4238
335092152,1746794362,2337.02,1642.64,2594.38,48.4665
335093156,1746794612,2338.20,1643.06,2594.92,48.4789
335094171,1746794866,2339.28,1643.45,2595.42,48.4904
335095227,1746795130,2338.31,1643.11,2594.98,48.4804
335096241,1746795384,2336.96,1642.63,2594.35,48.4663
335097241,1746795634,2337.78,1642.92,2594.73,48.4749
335098242,1746795884,2338.98,1643.36,2595.29,48.4877
335099252,1746796136,2338.76,1643.28,2595.18,48.4854
335100253,1746796387,2339.53,1643.56,2595.54,48.4936
335101279,1746796643,2335.39,1642.08,2593.63,48.4501
335102299,1746796898,2332.56,1641.08,2592.31,48.4207
335103299,1746797148,2329.39,1640.07,2590.77,48.3908
335104305,1746797400,2332.93,1641.43,2592.49,48.4309
335105442,1746797684,2332.53,1641.30,2592.30,48.4271
335106446,1746797935,2334.42,1641.98,2593.17,48.4472
335107545,1746798210,2331.18,1640.85,2591.65,48.4137
335108579,1746798468,2333.09,1641.59,2592.56,48.4356
335109603,1746798724,2331.02,1640.87,2591.58,48.4145
335110765,1746799015,2332.43,1641.39,2592.25,48.4297
335111835,1746799282,2333.96,1641.95,2592.96,48.4463
335112997,1746799573,2334.61,1642.19,2593.26,48.4532
335114039,1746799833,2336.15,1642.74,2593.98,48.4696
335115040,1746800084,2341.82,1644.78,2596.59,48.5296
335116180,1746800368,2341.53,1644.67,2596.46,48.5266
335117328,1746800656,2341.13,1644.53,2596.28,48.5224
335118328,1746800906,2340.96,1644.48,2596.20,48.5208
335119346,1746801160,2339.74,1644.05,2595.63,48.5081
335120347,1746801410,2342.11,1644.90,2596.72,48.5332
335121402,1746801674,2343.10,1645.25,2597.18,48.5437
335122460,1746801938,2341.51,1644.69,2596.45,48.5271
335123495,1746802197,2342.25,1644.96,2596.79,48.5350
335124561,1746802464,2345.04,1645.96,2598.07,48.5646
335125574,1746802717,2344.00,1645.59,2597.59,48.5536
335126576,1746802968,2345.42,1646.10,2598.24,48.5687
335127584,1746803220,2348.77,1647.30,2599.77,48.6040
335128624,1746803480,2353.60,1649.03,2601.95,48.6551
335129636,1746803732,2357.60,1650.47,2603.76,48.6977
335130692,1746803996,2362.34,1652.17,2605.87,48.7479
335131692,1746804246,2369.38,1654.70,2608.99,48.8223
335132697,1746804498,2364.69,1653.03,2606.91,48.7732
335133722,1746804754,2374.31,1656.49,2611.15,48.8752
335134754,1746805012,2369.44,1654.75,2609.02,48.8240
335135760,1746805264,2375.39,1656.89,2611.63,48.8871
335136763,1746805514,2367.03,1653.92,2607.95,48.7995
335137775,1746805767,2367.40,1654.06,2608.12,48.8037
335138823,1746806029,2363.69,1652.74,2606.47,48.7647
335139827,1746806280,2361.56,1651.99,2605.53,48.7424
335140830,1746806531,2355.80,1649.94,2602.94,48.6819
335141845,1746806785,2356.56,1650.21,2603.29,48.6901
335142850,1746807036,2360.17,1651.51,2604.90,48.7282
335143851,1746807286,2366.97,1653.95,2607.93,48.8003
335144864,1746807540,2370.89,1655.36,2609.66,48.8419
335145903,1746807799,2367.31,1654.08,2608.08,48.8042
335146903,1746808049,2362.25,1652.28,2605.83,48.7509
335147909,1746808301,2362.79,1652.47,2606.07,48.7567
335148919,1746808553,2361.39,1651.98,2605.45,48.7422
335149940,1746808808,2358.64,1651.00,2604.22,48.7133
335150952,1746809062,2361.75,1652.11,2605.61,48.7462
335151972,1746809316,2363.82,1652.86,2606.53,48.7683
335153006,1746809575,2363.66,1652.81,2606.46,48.7667
335154035,1746809832,2367.12,1654.05,2607.99,48.8034
335155040,1746810084,2370.24,1655.17,2609.37,48.8364
335156040,1746810334,2387.44,1661.36,2616.84,49.0188
335157043,1746810584,2410.26,1669.59,2626.45,49.2619
335158048,1746810836,2412.42,1670.41,2627.34,49.2860
335159049,1746811086,2425.38,1675.08,2632.62,49.4238
335160071,1746811341,2408.35,1669.08,2625.65,49.2466
335161071,1746811591,2405.44,1668.05,2624.44,49.2164
335162084,1746811844,2409.61,1669.56,2626.18,49.2608
335163099,1746812098,2417.45,1672.38,2629.40,49.3441
